Policy_SK,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region,Num_Installments
163,PT002,WholeLife,Whole life insurance policy,10163,WholeLife Policy 10163,80,10000,Quarterly,2016-08-15,2018-08-15,2017-06-19,2017-05-20,1000000,4883.96,SOUTH,4
164,PT001,Auto,Auto insurance policy,10164,Auto Policy 10164,81,15000,Monthly,2009-11-20,2010-11-20,2011-03-20,2011-02-18,300000,4978.38,WEST,12
165,PT005,Home,Home insurance policy,10165,Home Policy 10165,82,25000,Annual,2020-06-20,2025-06-19,2021-08-18,2021-07-19,600000,14644.47,WEST,1
166,PT001,Auto,Auto insurance policy,10166,Auto Policy 10166,82,5000,Quarterly,2014-05-12,2016-05-11,2015-09-03,2015-08-04,200000,1459.31,WEST,4
167,PT001,Auto,Auto insurance policy,10167,Auto Policy 10167,82,10000,Quarterly,2015-10-04,2017-10-03,2016-06-05,2016-05-06,800000,2973.1,WEST,4
168,PT005,Home,Home insurance policy,10168,Home Policy 10168,83,7500,Quarterly,2016-09-25,2018-09-25,2017-04-28,2017-03-29,800000,1650.99,EAST,4
169,PT001,Auto,Auto insurance policy,10169,Auto Policy 10169,83,25000,Monthly,2009-12-27,2010-12-27,2010-05-08,2010-04-08,800000,17040.83,EAST,12
170,PT002,WholeLife,Whole life insurance policy,10170,WholeLife Policy 10170,84,5000,Monthly,2009-09-16,2010-09-16,2010-11-03,2010-10-04,500000,3670.58,SOUTH,12
171,PT001,Auto,Auto insurance policy,10171,Auto Policy 10171,84,25000,Monthly,2006-09-29,2007-09-29,2007-12-20,2007-11-20,500000,12546.83,SOUTH,12
172,PT001,Auto,Auto insurance policy,10172,Auto Policy 10172,85,15000,Annual,2005-09-26,2010-09-25,2005-12-25,2005-11-25,600000,7925.36,WEST,1
173,PT001,Auto,Auto insurance policy,10173,Auto Policy 10173,86,20000,Quarterly,2006-06-27,2008-06-26,2007-09-16,2007-08-17,200000,5351.05,NORTH,4
174,PT001,Auto,Auto insurance policy,10174,Auto Policy 10174,86,15000,Monthly,2018-07-01,2019-07-01,2018-12-02,2018-11-02,300000,10041.31,NORTH,12
175,PT001,Auto,Auto insurance policy,10175,Auto Policy 10175,87,10000,Annual,2008-04-07,2013-04-06,2008-12-01,2008-11-01,600000,4465.42,NORTH,1
176,PT005,Home,Home insurance policy,10176,Home Policy 10176,88,15000,Annual,2010-06-05,2015-06-04,2010-09-23,2010-08-24,200000,11605.66,EAST,1
177,PT001,Auto,Auto insurance policy,10177,Auto Policy 10177,88,20000,Monthly,2016-11-11,2017-11-11,2017-06-03,2017-05-04,300000,6404.83,EAST,12
178,PT005,Home,Home insurance policy,10178,Home Policy 10178,88,5000,Annual,2005-02-05,2010-02-04,2005-12-20,2005-11-20,300000,3979.54,EAST,1
179,PT003,Term,Term life insurance policy,10179,Term Policy 10179,89,7500,Annual,2020-08-29,2025-08-28,2021-10-07,2021-09-07,500000,6528.18,WEST,1
180,PT002,WholeLife,Whole life insurance policy,10180,WholeLife Policy 10180,89,12500,Quarterly,2012-12-16,2014-12-16,2013-11-04,2013-10-05,300000,4491.1,WEST,4
181,PT003,Term,Term life insurance policy,10181,Term Policy 10181,90,5000,Quarterly,2007-10-10,2009-10-09,2008-02-16,2008-01-17,600000,2735.36,EAST,4
182,PT003,Term,Term life insurance policy,10182,Term Policy 10182,91,5000,Annual,2017-07-01,2022-06-30,2018-02-13,2018-01-14,200000,2727.99,WEST,1
183,PT004,Health,Health insurance policy,10183,Health Policy 10183,91,15000,Quarterly,2011-05-13,2013-05-12,2011-12-18,2011-11-18,800000,10213.99,WEST,4
184,PT002,WholeLife,Whole life insurance policy,10184,WholeLife Policy 10184,92,10000,Quarterly,2017-06-04,2019-06-04,2018-03-10,2018-02-08,1000000,3321.49,EAST,4
185,PT001,Auto,Auto insurance policy,10185,Auto Policy 10185,92,10000,Annual,2015-09-02,2020-08-31,2015-11-07,2015-10-08,300000,8991.06,EAST,1
186,PT001,Auto,Auto insurance policy,10186,Auto Policy 10186,93,15000,Quarterly,2013-11-22,2015-11-22,2015-01-02,2014-12-03,800000,3892.56,WEST,4
187,PT002,WholeLife,Whole life insurance policy,10187,WholeLife Policy 10187,93,20000,Quarterly,2013-11-09,2015-11-09,2014-03-01,2014-01-30,600000,14380.05,WEST,4
188,PT001,Auto,Auto insurance policy,10188,Auto Policy 10188,94,10000,Monthly,2013-02-27,2014-02-27,2014-02-26,2014-01-27,300000,7908.21,NORTH,12
189,PT001,Auto,Auto insurance policy,10189,Auto Policy 10189,95,20000,Quarterly,2010-03-23,2012-03-22,2010-10-11,2010-09-11,500000,14707.44,WEST,4
190,PT005,Home,Home insurance policy,10190,Home Policy 10190,95,25000,Quarterly,2018-04-26,2020-04-25,2019-08-09,2019-07-10,1000000,16267.05,WEST,4
191,PT003,Term,Term life insurance policy,10191,Term Policy 10191,96,15000,Annual,2015-09-03,2020-09-01,2016-07-07,2016-06-07,500000,8369.85,SOUTH,1
192,PT002,WholeLife,Whole life insurance policy,10192,WholeLife Policy 10192,96,5000,Monthly,2015-03-14,2016-03-13,2016-01-18,2015-12-19,400000,2740.46,SOUTH,12
193,PT002,WholeLife,Whole life insurance policy,10193,WholeLife Policy 10193,97,20000,Monthly,2005-09-01,2006-09-01,2006-12-30,2006-11-30,200000,4955.2,EAST,12
194,PT001,Auto,Auto insurance policy,10194,Auto Policy 10194,97,15000,Quarterly,2009-01-07,2011-01-07,2009-08-22,2009-07-23,800000,4603.73,EAST,4
195,PT005,Home,Home insurance policy,10195,Home Policy 10195,97,25000,Monthly,2018-12-24,2019-12-24,2020-01-26,2019-12-27,200000,18153.17,EAST,12
196,PT004,Health,Health insurance policy,10196,Health Policy 10196,98,20000,Quarterly,2009-07-13,2011-07-13,2010-05-20,2010-04-20,500000,11067.13,WEST,4
197,PT005,Home,Home insurance policy,10197,Home Policy 10197,98,15000,Annual,2012-09-15,2017-09-14,2013-12-10,2013-11-10,200000,3331.78,WEST,1
198,PT001,Auto,Auto insurance policy,10198,Auto Policy 10198,99,10000,Quarterly,2013-08-09,2015-08-09,2014-04-18,2014-03-19,1000000,5097.89,SOUTH,4
199,PT001,Auto,Auto insurance policy,10199,Auto Policy 10199,99,15000,Monthly,2005-09-27,2006-09-27,2007-02-09,2007-01-10,800000,11183.52,SOUTH,12
200,PT002,WholeLife,Whole life insurance policy,10200,WholeLife Policy 10200,100,7500,Quarterly,2016-01-10,2018-01-09,2017-03-11,2017-02-09,400000,3542.67,EAST,4
201,PT001,Auto,Auto insurance policy,10201,Auto Policy 10201,100,12500,Annual,2017-10-05,2022-10-04,2018-09-13,2018-08-14,800000,8497.02,EAST,1
202,PT005,Home,Home insurance policy,10202,Home Policy 10202,100,15000,Quarterly,2015-07-16,2017-07-15,2015-12-03,2015-11-03,1000000,8320.19,EAST,4
203,PT003,Term,Term life insurance policy,10203,Term Policy 10203,101,12500,Annual,2016-02-05,2021-02-03,2017-03-17,2017-02-15,600000,5586.68,NORTH,1
204,PT003,Term,Term life insurance policy,10204,Term Policy 10204,101,5000,Monthly,2012-03-10,2013-03-10,2012-06-01,2012-05-02,600000,1448.69,NORTH,12
205,PT003,Term,Term life insurance policy,10205,Term Policy 10205,102,25000,Monthly,2018-02-05,2019-02-05,2018-09-27,2018-08-28,800000,11660.03,SOUTH,12
206,PT004,Health,Health insurance policy,10206,Health Policy 10206,102,12500,Quarterly,2012-09-28,2014-09-28,2012-12-25,2012-11-25,400000,8285.85,SOUTH,4
207,PT002,WholeLife,Whole life insurance policy,10207,WholeLife Policy 10207,103,15000,Quarterly,2019-07-16,2021-07-15,2020-12-23,2020-11-23,200000,10223.91,EAST,4
208,PT001,Auto,Auto insurance policy,10208,Auto Policy 10208,104,5000,Monthly,2012-07-28,2013-07-28,2013-03-11,2013-02-09,600000,1130.82,EAST,12
209,PT004,Health,Health insurance policy,10209,Health Policy 10209,104,12500,Annual,2017-09-28,2022-09-27,2017-12-07,2017-11-07,400000,8589.64,EAST,1
210,PT001,Auto,Auto insurance policy,10210,Auto Policy 10210,105,15000,Quarterly,2012-02-06,2014-02-05,2012-09-18,2012-08-19,500000,9011.66,SOUTH,4
211,PT004,Health,Health insurance policy,10211,Health Policy 10211,105,20000,Annual,2007-03-31,2012-03-29,2007-11-18,2007-10-19,300000,10954.24,SOUTH,1
212,PT003,Term,Term life insurance policy,10212,Term Policy 10212,105,10000,Annual,2008-09-27,2013-09-26,2009-07-07,2009-06-07,400000,3412.31,SOUTH,1
213,PT001,Auto,Auto insurance policy,10213,Auto Policy 10213,106,10000,Monthly,2017-01-07,2018-01-07,2017-04-01,2017-03-02,400000,4081.24,EAST,12
214,PT005,Home,Home insurance policy,10214,Home Policy 10214,106,15000,Monthly,2014-01-07,2015-01-07,2014-04-24,2014-03-25,800000,10535.92,EAST,12
215,PT005,Home,Home insurance policy,10215,Home Policy 10215,106,10000,Annual,2007-02-16,2012-02-15,2007-05-21,2007-04-21,400000,5965.0,EAST,1
216,PT004,Health,Health insurance policy,10216,Health Policy 10216,107,10000,Monthly,2014-07-31,2015-07-31,2014-11-07,2014-10-08,1000000,6560.76,EAST,12
217,PT003,Term,Term life insurance policy,10217,Term Policy 10217,107,12500,Quarterly,2016-04-27,2018-04-27,2017-03-29,2017-02-27,800000,5241.84,EAST,4
218,PT004,Health,Health insurance policy,10218,Health Policy 10218,107,15000,Quarterly,2014-01-09,2016-01-09,2014-10-28,2014-09-28,600000,10051.38,EAST,4
219,PT002,WholeLife,Whole life insurance policy,10219,WholeLife Policy 10219,108,20000,Annual,2005-06-02,2010-06-01,2006-10-16,2006-09-16,600000,6611.55,SOUTH,1
220,PT004,Health,Health insurance policy,10220,Health Policy 10220,108,25000,Annual,2009-10-11,2014-10-10,2010-08-06,2010-07-07,800000,9688.88,SOUTH,1
221,PT005,Home,Home insurance policy,10221,Home Policy 10221,108,15000,Quarterly,2018-10-13,2020-10-12,2019-10-28,2019-09-28,800000,3628.76,SOUTH,4
222,PT003,Term,Term life insurance policy,10222,Term Policy 10222,109,7500,Monthly,2015-05-17,2016-05-16,2016-08-01,2016-07-02,300000,5097.86,NORTH,12
223,PT004,Health,Health insurance policy,10223,Health Policy 10223,110,25000,Quarterly,2014-03-15,2016-03-14,2015-08-23,2015-07-24,1000000,6127.48,WEST,4
224,PT002,WholeLife,Whole life insurance policy,10224,WholeLife Policy 10224,110,25000,Quarterly,2014-04-02,2016-04-01,2015-04-27,2015-03-28,400000,7810.23,WEST,4
225,PT005,Home,Home insurance policy,10225,Home Policy 10225,111,7500,Quarterly,2010-04-19,2012-04-18,2010-09-02,2010-08-03,200000,2507.56,NORTH,4
226,PT002,WholeLife,Whole life insurance policy,10226,WholeLife Policy 10226,111,12500,Quarterly,2011-12-19,2013-12-18,2012-09-27,2012-08-28,600000,6192.67,NORTH,4
227,PT001,Auto,Auto insurance policy,10227,Auto Policy 10227,111,10000,Monthly,2009-07-13,2010-07-13,2009-09-25,2009-08-26,300000,3808.78,NORTH,12
228,PT005,Home,Home insurance policy,10228,Home Policy 10228,112,25000,Annual,2008-12-12,2013-12-11,2010-02-14,2010-01-15,200000,13502.23,NORTH,1
229,PT001,Auto,Auto insurance policy,10229,Auto Policy 10229,112,10000,Monthly,2006-03-30,2007-03-30,2006-10-28,2006-09-28,600000,8070.2,NORTH,12
230,PT003,Term,Term life insurance policy,10230,Term Policy 10230,113,5000,Annual,2020-01-25,2025-01-23,2021-05-28,2021-04-28,500000,3534.82,SOUTH,1
231,PT002,WholeLife,Whole life insurance policy,10231,WholeLife Policy 10231,113,15000,Monthly,2010-04-18,2011-04-18,2011-02-28,2011-01-29,800000,12795.82,SOUTH,12
232,PT005,Home,Home insurance policy,10232,Home Policy 10232,114,12500,Quarterly,2016-10-12,2018-10-12,2017-04-11,2017-03-12,200000,7748.44,SOUTH,4
233,PT003,Term,Term life insurance policy,10233,Term Policy 10233,114,20000,Annual,2012-05-21,2017-05-20,2013-09-05,2013-08-06,500000,14477.24,SOUTH,1
234,PT002,WholeLife,Whole life insurance policy,10234,WholeLife Policy 10234,114,7500,Monthly,2014-06-27,2015-06-27,2014-11-23,2014-10-24,200000,2624.07,SOUTH,12
235,PT004,Health,Health insurance policy,10235,Health Policy 10235,115,25000,Quarterly,2014-02-28,2016-02-28,2014-05-27,2014-04-27,600000,13581.28,EAST,4
236,PT003,Term,Term life insurance policy,10236,Term Policy 10236,115,10000,Monthly,2020-09-10,2021-09-10,2021-06-13,2021-05-14,600000,5323.98,EAST,12
237,PT003,Term,Term life insurance policy,10237,Term Policy 10237,116,12500,Quarterly,2008-04-02,2010-04-02,2008-12-06,2008-11-06,800000,9686.95,SOUTH,4
238,PT005,Home,Home insurance policy,10238,Home Policy 10238,117,20000,Annual,2005-10-13,2010-10-12,2006-01-08,2005-12-09,1000000,13669.55,EAST,1
239,PT002,WholeLife,Whole life insurance policy,10239,WholeLife Policy 10239,118,12500,Annual,2010-09-04,2015-09-03,2011-09-26,2011-08-27,400000,10886.73,EAST,1
240,PT003,Term,Term life insurance policy,10240,Term Policy 10240,118,15000,Monthly,2020-05-15,2021-05-15,2020-11-12,2020-10-13,1000000,12005.29,EAST,12
241,PT004,Health,Health insurance policy,10241,Health Policy 10241,118,10000,Quarterly,2005-03-06,2007-03-06,2005-06-20,2005-05-21,400000,8554.26,EAST,4
242,PT003,Term,Term life insurance policy,10242,Term Policy 10242,119,12500,Monthly,2009-09-20,2010-09-20,2010-04-30,2010-03-31,800000,10195.34,NORTH,12
243,PT004,Health,Health insurance policy,10243,Health Policy 10243,120,25000,Quarterly,2005-10-05,2007-10-05,2007-01-29,2006-12-30,200000,18640.49,WEST,4
244,PT004,Health,Health insurance policy,10244,Health Policy 10244,120,12500,Annual,2015-07-27,2020-07-25,2016-03-13,2016-02-12,1000000,8777.13,WEST,1
245,PT001,Auto,Auto insurance policy,10245,Auto Policy 10245,120,10000,Annual,2008-08-06,2013-08-05,2008-11-07,2008-10-08,600000,4462.99,WEST,1
246,PT005,Home,Home insurance policy,10246,Home Policy 10246,121,20000,Quarterly,2012-04-30,2014-04-30,2013-07-24,2013-06-24,200000,4729.38,WEST,4
247,PT002,WholeLife,Whole life insurance policy,10247,WholeLife Policy 10247,121,25000,Quarterly,2019-02-19,2021-02-18,2019-06-28,2019-05-29,800000,5053.83,WEST,4
248,PT002,WholeLife,Whole life insurance policy,10248,WholeLife Policy 10248,121,10000,Quarterly,2019-02-04,2021-02-03,2019-05-17,2019-04-17,600000,2775.8,WEST,4
249,PT005,Home,Home insurance policy,10249,Home Policy 10249,122,25000,Monthly,2019-07-25,2020-07-24,2020-09-08,2020-08-09,600000,12180.53,WEST,12
250,PT004,Health,Health insurance policy,10250,Health Policy 10250,123,7500,Annual,2015-09-24,2020-09-22,2016-02-19,2016-01-20,400000,5109.2,SOUTH,1
251,PT003,Term,Term life insurance policy,10251,Term Policy 10251,123,5000,Monthly,2011-04-28,2012-04-27,2012-01-01,2011-12-02,500000,1636.61,SOUTH,12
252,PT005,Home,Home insurance policy,10252,Home Policy 10252,124,5000,Monthly,2010-01-13,2011-01-13,2011-02-08,2011-01-09,600000,3142.01,NORTH,12
253,PT002,WholeLife,Whole life insurance policy,10253,WholeLife Policy 10253,124,7500,Quarterly,2006-12-30,2008-12-29,2008-02-22,2008-01-23,400000,5972.11,NORTH,4
254,PT004,Health,Health insurance policy,10254,Health Policy 10254,125,15000,Quarterly,2018-11-11,2020-11-10,2019-03-27,2019-02-25,400000,3935.14,EAST,4
255,PT002,WholeLife,Whole life insurance policy,10255,WholeLife Policy 10255,126,5000,Monthly,2017-09-21,2018-09-21,2018-08-16,2018-07-17,800000,2523.06,NORTH,12
256,PT004,Health,Health insurance policy,10256,Health Policy 10256,126,5000,Quarterly,2020-02-10,2022-02-09,2021-04-10,2021-03-11,300000,1711.01,NORTH,4
257,PT003,Term,Term life insurance policy,10257,Term Policy 10257,127,7500,Quarterly,2016-02-01,2018-01-31,2017-06-13,2017-05-14,500000,2584.68,WEST,4
258,PT002,WholeLife,Whole life insurance policy,10258,WholeLife Policy 10258,127,20000,Annual,2011-05-08,2016-05-06,2012-02-06,2012-01-07,300000,6525.18,WEST,1
259,PT001,Auto,Auto insurance policy,10259,Auto Policy 10259,128,7500,Quarterly,2011-07-06,2013-07-05,2012-04-21,2012-03-22,600000,6263.47,NORTH,4
260,PT005,Home,Home insurance policy,10260,Home Policy 10260,129,12500,Annual,2020-05-07,2025-05-06,2020-07-11,2020-06-11,200000,6602.71,EAST,1
261,PT003,Term,Term life insurance policy,10261,Term Policy 10261,129,20000,Quarterly,2020-07-18,2022-07-18,2021-09-16,2021-08-17,300000,9368.94,EAST,4
262,PT005,Home,Home insurance policy,10262,Home Policy 10262,130,5000,Monthly,2010-10-01,2011-10-01,2010-12-30,2010-11-30,600000,1182.39,NORTH,12
263,PT002,WholeLife,Whole life insurance policy,10263,WholeLife Policy 10263,130,15000,Quarterly,2015-07-25,2017-07-24,2016-11-06,2016-10-07,800000,9281.44,NORTH,4
264,PT001,Auto,Auto insurance policy,10264,Auto Policy 10264,131,15000,Quarterly,2005-02-13,2007-02-13,2005-10-26,2005-09-26,600000,6176.33,NORTH,4
265,PT004,Health,Health insurance policy,10265,Health Policy 10265,131,7500,Quarterly,2020-01-21,2022-01-20,2020-04-11,2020-03-12,600000,4547.56,NORTH,4
266,PT003,Term,Term life insurance policy,10266,Term Policy 10266,131,12500,Annual,2008-10-23,2013-10-22,2010-03-16,2010-02-14,400000,6595.74,NORTH,1
267,PT003,Term,Term life insurance policy,10267,Term Policy 10267,132,12500,Annual,2020-12-06,2025-12-05,2021-06-17,2021-05-18,300000,3522.37,EAST,1
268,PT002,WholeLife,Whole life insurance policy,10268,WholeLife Policy 10268,133,20000,Quarterly,2016-03-13,2018-03-13,2016-12-18,2016-11-18,400000,7960.96,NORTH,4
269,PT005,Home,Home insurance policy,10269,Home Policy 10269,134,10000,Annual,2010-12-01,2015-11-30,2012-05-01,2012-04-01,500000,3154.89,NORTH,1
270,PT004,Health,Health insurance policy,10270,Health Policy 10270,134,25000,Annual,2008-05-24,2013-05-23,2009-06-13,2009-05-14,800000,18968.85,NORTH,1
271,PT002,WholeLife,Whole life insurance policy,10271,WholeLife Policy 10271,135,7500,Monthly,2008-05-02,2009-05-02,2008-07-19,2008-06-19,300000,3968.8,NORTH,12
272,PT004,Health,Health insurance policy,10272,Health Policy 10272,136,12500,Monthly,2014-10-16,2015-10-16,2015-07-29,2015-06-29,200000,5619.55,NORTH,12
273,PT005,Home,Home insurance policy,10273,Home Policy 10273,137,12500,Quarterly,2015-11-19,2017-11-18,2017-03-26,2017-02-24,200000,8797.93,SOUTH,4
274,PT002,WholeLife,Whole life insurance policy,10274,WholeLife Policy 10274,137,5000,Quarterly,2007-10-10,2009-10-09,2009-02-25,2009-01-26,300000,1994.41,SOUTH,4
275,PT002,WholeLife,Whole life insurance policy,10275,WholeLife Policy 10275,137,15000,Quarterly,2016-05-30,2018-05-30,2017-05-24,2017-04-24,800000,5230.16,SOUTH,4
276,PT005,Home,Home insurance policy,10276,Home Policy 10276,138,12500,Monthly,2017-10-20,2018-10-20,2018-04-24,2018-03-25,200000,9222.22,WEST,12
277,PT001,Auto,Auto insurance policy,10277,Auto Policy 10277,139,10000,Monthly,2012-05-16,2013-05-16,2013-06-28,2013-05-29,800000,2853.94,NORTH,12
278,PT003,Term,Term life insurance policy,10278,Term Policy 10278,139,25000,Monthly,2018-03-30,2019-03-30,2018-08-15,2018-07-16,400000,5505.3,NORTH,12
279,PT004,Health,Health insurance policy,10279,Health Policy 10279,139,12500,Annual,2020-11-15,2025-11-14,2021-12-01,2021-11-01,500000,10858.01,NORTH,1
280,PT001,Auto,Auto insurance policy,10280,Auto Policy 10280,140,20000,Monthly,2012-05-22,2013-05-22,2013-03-09,2013-02-07,600000,8548.82,WEST,12
281,PT005,Home,Home insurance policy,10281,Home Policy 10281,140,25000,Monthly,2007-11-26,2008-11-25,2009-03-10,2009-02-08,200000,16263.77,WEST,12
282,PT003,Term,Term life insurance policy,10282,Term Policy 10282,140,5000,Annual,2006-03-31,2011-03-30,2007-04-03,2007-03-04,600000,2334.87,WEST,1
283,PT003,Term,Term life insurance policy,10283,Term Policy 10283,141,25000,Monthly,2008-12-29,2009-12-29,2009-09-19,2009-08-20,1000000,6560.8,WEST,12
284,PT002,WholeLife,Whole life insurance policy,10284,WholeLife Policy 10284,141,25000,Quarterly,2008-08-27,2010-08-27,2009-03-20,2009-02-18,500000,16325.44,WEST,4
285,PT002,WholeLife,Whole life insurance policy,10285,WholeLife Policy 10285,142,12500,Quarterly,2007-09-15,2009-09-14,2008-06-22,2008-05-23,1000000,8939.03,EAST,4
286,PT003,Term,Term life insurance policy,10286,Term Policy 10286,142,7500,Annual,2020-05-13,2025-05-12,2021-06-17,2021-05-18,400000,2004.59,EAST,1
287,PT003,Term,Term life insurance policy,10287,Term Policy 10287,142,12500,Monthly,2016-07-01,2017-07-01,2017-11-26,2017-10-27,500000,5895.78,EAST,12
288,PT005,Home,Home insurance policy,10288,Home Policy 10288,143,5000,Quarterly,2018-06-19,2020-06-18,2019-03-22,2019-02-20,1000000,3838.48,EAST,4
289,PT005,Home,Home insurance policy,10289,Home Policy 10289,143,20000,Quarterly,2009-03-07,2011-03-07,2009-06-22,2009-05-23,500000,4566.13,EAST,4
290,PT004,Health,Health insurance policy,10290,Health Policy 10290,144,20000,Monthly,2020-03-04,2021-03-04,2021-05-03,2021-04-03,800000,6170.98,NORTH,12
291,PT004,Health,Health insurance policy,10291,Health Policy 10291,144,20000,Annual,2016-10-29,2021-10-28,2017-02-08,2017-01-09,600000,8069.84,NORTH,1
292,PT001,Auto,Auto insurance policy,10292,Auto Policy 10292,145,7500,Quarterly,2015-09-18,2017-09-17,2016-11-01,2016-10-02,300000,6240.24,SOUTH,4
293,PT002,WholeLife,Whole life insurance policy,10293,WholeLife Policy 10293,145,10000,Quarterly,2016-09-25,2018-09-25,2016-12-18,2016-11-18,600000,5856.96,SOUTH,4
294,PT005,Home,Home insurance policy,10294,Home Policy 10294,146,12500,Annual,2007-06-01,2012-05-30,2007-09-17,2007-08-18,500000,6565.74,SOUTH,1
295,PT005,Home,Home insurance policy,10295,Home Policy 10295,147,10000,Quarterly,2010-09-07,2012-09-06,2010-12-17,2010-11-17,600000,7380.53,NORTH,4
296,PT001,Auto,Auto insurance policy,10296,Auto Policy 10296,147,20000,Annual,2007-07-23,2012-07-21,2007-12-21,2007-11-21,500000,15006.48,NORTH,1
297,PT004,Health,Health insurance policy,10297,Health Policy 10297,147,12500,Monthly,2006-01-06,2007-01-06,2006-08-06,2006-07-07,800000,5247.03,NORTH,12
298,PT004,Health,Health insurance policy,10298,Health Policy 10298,148,15000,Quarterly,2020-01-13,2022-01-12,2020-07-26,2020-06-26,1000000,6584.01,EAST,4
